"work_year","experience_level","employment_type","job_title","salary","salary_currency","salary_in_usd","employee_residence","remote_ratio","company_location","company_size"
2024,"MI","FT","Data Specialist",69000,"USD",69000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",107730,"USD",107730,"CA",0,"CA","M"
2023,"SE","FT","Data Modeler",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",211949,"USD",211949,"US",0,"US","M"
2023,"SE","FT","Data Scientist",156400,"USD",156400,"US",0,"US","M"
2023,"SE","FT","Data Analyst",105000,"USD",105000,"US",100,"US","S"
2023,"SE","FT","Data Engineer",240000,"USD",240000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",150000,"USD",150000,"US",0,"US","M"
2024,"SE","FT","Computational Biologist",174000,"USD",174000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Scientist",180514,"USD",180514,"GB",100,"GB","M"
2023,"SE","FT","ML Engineer",145000,"USD",145000,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",116990,"USD",116990,"US",100,"US","M"
2023,"SE","FT","Analytics Engineer",97750,"USD",97750,"US",0,"US","M"
2023,"SE","FT","Data Engineer",154000,"USD",154000,"US",0,"US","M"
2024,"EX","FT","Data Engineer",136000,"USD",136000,"US",100,"US","M"
2023,"MI","FT","Data Scientist",154800,"USD",154800,"US",0,"US","M"
2024,"MI","FT","Data Scientist",136000,"USD",136000,"US",0,"US","M"
2022,"MI","FT","Data Scientist",140000,"GBP",172386,"GB",0,"GB","M"
2022,"SE","FT","Data Engineer",195700,"USD",195700,"US",0,"US","M"
2023,"MI","FT","Data Analyst",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",45000,"EUR",48585,"ES",0,"ES","M"
2023,"SE","FT","Applied Scientist",154836,"USD",154836,"US",100,"US","M"
2023,"SE","FT","Data Engineer",112700,"GBP",138666,"GB",0,"GB","M"
2024,"EN","FT","Data Analyst",39600,"EUR",44000,"LT",0,"LT","M"
2023,"SE","FT","Data Scientist",300240,"USD",300240,"US",0,"US","M"
2023,"MI","FT","Data Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",150000,"USD",150000,"US",100,"US","M"
2022,"SE","FT","Data Scientist Lead",183000,"USD",183000,"US",100,"US","L"
2023,"SE","FT","Data Engineer",150000,"USD",150000,"US",0,"US","M"
2023,"MI","FT","BI Developer",128000,"USD",128000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",84400,"USD",84400,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",204500,"USD",204500,"US",0,"US","M"
2023,"SE","FT","Data Engineer",240500,"USD",240500,"US",0,"US","L"
2023,"SE","FT","Research Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",185000,"USD",185000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",112200,"USD",112200,"US",0,"US","M"
2023,"SE","FT","Data Scientist",36000,"EUR",38868,"ES",0,"ES","M"
2023,"EN","FT","Cloud Data Engineer",100000,"USD",100000,"DE",50,"US","L"
2024,"SE","FT","Data Scientist",112000,"USD",112000,"US",0,"US","M"
2024,"SE","FT","Data Science",152000,"USD",152000,"US",0,"US","M"
2022,"SE","FT","Data Architect",81500,"USD",81500,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",212000,"USD",212000,"US",0,"US","M"
2024,"SE","FT","AI Engineer",210000,"USD",210000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"MI","FT","Data Engineer",151000,"USD",151000,"US",0,"US","M"
2021,"MI","FT","Data Engineer",200000,"USD",200000,"US",100,"US","L"
2023,"MI","FT","Data Specialist",110000,"USD",110000,"US",0,"US","M"
2023,"EN","FT","Data Engineer",130916,"USD",130916,"US",0,"US","M"
2022,"SE","FT","Data Engineer",185000,"USD",185000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",166400,"USD",166400,"US",0,"US","M"
2024,"SE","FT","Data Operations Specialist",206500,"USD",206500,"US",0,"US","M"
2023,"SE","FT","Data Science Manager",297300,"USD",297300,"US",100,"US","M"
2024,"MI","FT","Data Engineer",85000,"USD",85000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",250000,"USD",250000,"US",0,"US","M"
2024,"SE","FT","Data Analyst",68400,"USD",68400,"US",0,"US","M"
2024,"SE","FT","Research Analyst",152400,"USD",152400,"US",100,"US","M"
2023,"MI","FT","Research Scientist",200000,"USD",200000,"US",0,"US","M"
2023,"EN","FT","Research Analyst",70000,"USD",70000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Analyst",79700,"USD",79700,"US",0,"US","M"
2022,"SE","FT","Data Analyst",99050,"USD",99050,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",192000,"USD",192000,"US",100,"US","M"
2023,"MI","FT","Prompt Engineer",56000,"EUR",60462,"DE",0,"DE","S"
2024,"SE","FT","Data Engineer",100000,"EUR",111111,"PL",100,"PL","M"
2023,"SE","FT","Data Engineer",105000,"USD",105000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",126000,"USD",126000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",264400,"USD",264400,"US",100,"US","M"
2024,"MI","FT","Data Analyst",154000,"USD",154000,"US",0,"US","M"
2022,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",146000,"USD",146000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",162000,"USD",162000,"US",0,"US","M"
2023,"SE","FL","Software Data Engineer",50000,"USD",50000,"NG",50,"AU","M"
2023,"SE","FT","Machine Learning Engineer",309000,"USD",309000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",85000,"USD",85000,"US",100,"US","M"
2023,"SE","FT","MLOps Engineer",142000,"USD",142000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",255800,"USD",255800,"US",0,"US","M"
2024,"SE","CT","Data Scientist",191027,"USD",191027,"US",0,"US","M"
2023,"MI","FT","Data Engineer",70000,"USD",70000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",152000,"USD",152000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",105000,"USD",105000,"US",100,"US","M"
2024,"EX","FT","Head of Data",215000,"USD",215000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",154000,"USD",154000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",170000,"USD",170000,"US",0,"US","M"
2024,"MI","FT","Research Engineer",440000,"USD",440000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",275000,"USD",275000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",242921,"USD",242921,"US",0,"US","M"
2023,"SE","FT","Data Engineer",145000,"USD",145000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",185000,"USD",185000,"US",0,"US","L"
2023,"SE","FT","Data Analyst",145000,"USD",145000,"US",100,"US","M"
2023,"SE","FT","Business Intelligence Engineer",115000,"USD",115000,"US",100,"US","M"
2024,"EX","FT","Data Engineer",191857,"USD",191857,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",142200,"USD",142200,"US",0,"US","M"
2023,"SE","FT","Data Engineer",75000,"USD",75000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",133000,"USD",133000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",100000,"USD",100000,"US",0,"US","M"
2024,"MI","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Architect",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",207000,"USD",207000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",180000,"USD",180000,"US",0,"US","M"
2024,"SE","FT","Analytics Engineer",145000,"USD",145000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",128000,"USD",128000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",138500,"USD",138500,"US",0,"US","M"
2023,"SE","FT","Data Scientist",228000,"USD",228000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",145000,"USD",145000,"US",100,"US","M"
2021,"MI","FT","Data Analyst",135000,"USD",135000,"US",100,"US","L"
2023,"SE","FT","Data Scientist",45000,"EUR",48585,"ES",0,"ES","M"
2024,"MI","FT","Data Scientist",90000,"USD",90000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",140300,"USD",140300,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",300000,"USD",300000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",144000,"USD",144000,"US",0,"US","L"
2022,"EN","FT","Data Engineer",35000,"GBP",43096,"GB",100,"GB","M"
2024,"EX","FT","Data Engineer",163500,"USD",163500,"US",0,"US","M"
2023,"EN","FT","Research Analyst",90000,"USD",90000,"US",100,"US","M"
2024,"SE","FT","Analytics Engineer",130000,"USD",130000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",98000,"USD",98000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",178560,"USD",178560,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",225300,"USD",225300,"US",0,"US","M"
2023,"SE","FT","Data Scientist",185000,"USD",185000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",41419,"USD",41419,"US",100,"US","M"
2023,"SE","FT","Data Scientist",166500,"USD",166500,"US",100,"US","M"
2023,"SE","FT","Data Scientist",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",127300,"USD",127300,"US",0,"US","L"
2023,"MI","FT","BI Developer",128000,"USD",128000,"US",0,"US","M"
2024,"MI","FT","Business Intelligence Engineer",186846,"USD",186846,"US",0,"US","M"
2023,"SE","FT","Data Analyst",81900,"USD",81900,"US",0,"US","M"
2023,"SE","FT","Data Engineer",57826,"EUR",62433,"IT",100,"IT","M"
2023,"SE","FT","Analytics Engineer",113100,"USD",113100,"US",0,"US","M"
2024,"EN","FT","Data Analyst",90000,"USD",90000,"US",0,"US","M"
2022,"SE","FT","Data Scientist",205300,"USD",205300,"US",0,"US","L"
2024,"MI","FT","Data Scientist",130000,"USD",130000,"US",0,"US","M"
2024,"SE","FT","Computer Vision Engineer",183000,"USD",183000,"US",100,"US","M"
2022,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2022,"MI","FT","Analytics Engineer",85000,"GBP",104663,"GB",0,"GB","M"
2023,"EN","FT","AI Engineer",20000,"EUR",21593,"PT",50,"PT","L"
2023,"SE","FT","Applied Scientist",159100,"USD",159100,"US",0,"US","L"
2024,"SE","FT","Data Scientist",125000,"USD",125000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",125000,"USD",125000,"US",100,"US","M"
2022,"SE","FT","Data Engineer",99100,"USD",99100,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",118200,"USD",118200,"US",100,"US","M"
2023,"SE","FT","Machine Learning Scientist",171000,"USD",171000,"US",100,"US","M"
2023,"MI","FT","Data Engineer",70000,"GBP",86128,"GB",100,"GB","M"
2023,"SE","FT","Data Analyst",95000,"USD",95000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",242000,"USD",242000,"US",0,"US","M"
2024,"MI","FT","Machine Learning Engineer",160480,"USD",160480,"US",0,"US","M"
2023,"MI","FT","Data Architect",150000,"USD",150000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",131200,"USD",131200,"US",100,"US","M"
2024,"SE","FT","Data Analyst",149300,"USD",149300,"US",0,"US","M"
2024,"SE","FT","Research Engineer",153040,"USD",153040,"US",0,"US","M"
2024,"EN","FT","Data Analyst",70000,"USD",70000,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",185000,"USD",185000,"US",0,"US","M"
2024,"MI","FT","Machine Learning Engineer",40000,"GBP",50000,"GB",0,"GB","M"
2024,"MI","FT","Data Specialist",68850,"USD",68850,"US",0,"US","M"
2022,"SE","FT","Data Scientist",220000,"USD",220000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",140250,"USD",140250,"US",100,"US","M"
2023,"SE","FT","Data Scientist",240000,"USD",240000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",252000,"USD",252000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",198000,"USD",198000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",218000,"USD",218000,"US",100,"US","M"
2024,"MI","FT","Data Scientist",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",306000,"USD",306000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",83000,"USD",83000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",141300,"USD",141300,"US",100,"US","M"
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",104650,"USD",104650,"US",100,"US","M"
2024,"SE","FT","Data Scientist",109000,"USD",109000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",157550,"USD",157550,"US",0,"US","M"
2024,"MI","FT","Data Scientist",165000,"USD",165000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",45000,"EUR",48585,"ES",0,"ES","M"
2023,"MI","FT","Data Engineer",148500,"USD",148500,"CA",0,"CA","M"
2024,"SE","FT","Data Analyst",185000,"USD",185000,"US",0,"US","M"
2023,"SE","FT","Business Intelligence Engineer",78800,"USD",78800,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",136000,"USD",136000,"US",0,"US","L"
2023,"SE","FT","Data Engineer",240000,"USD",240000,"US",0,"US","M"
2022,"SE","FT","Data Architect",135000,"USD",135000,"US",100,"US","M"
2023,"SE","FT","Data Analyst",82000,"USD",82000,"US",0,"US","M"
2023,"SE","FT","Data Management Specialist",139500,"USD",139500,"US",0,"US","M"
2024,"SE","FT","Data Engineer",148000,"USD",148000,"US",0,"US","M"
2024,"MI","FT","Research Scientist",239600,"USD",239600,"US",100,"US","M"
2022,"SE","FT","Data Architect",192564,"USD",192564,"US",100,"US","M"
2024,"EX","FT","Data Scientist",180000,"USD",180000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",138000,"USD",138000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",162500,"USD",162500,"US",100,"US","M"
2023,"SE","FT","Data Engineer",129000,"USD",129000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",70000,"USD",70000,"US",0,"US","M"
2022,"EN","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",137000,"USD",137000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",105000,"USD",105000,"US",100,"US","M"
2024,"MI","FT","Analytics Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",150000,"USD",150000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",245000,"USD",245000,"US",100,"US","M"
2024,"MI","FT","Data Manager",49900,"USD",49900,"US",0,"US","M"
2023,"MI","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"EN","FT","Data Analyst",55000,"CAD",40747,"CA",0,"CA","L"
2023,"MI","FT","Data Infrastructure Engineer",190000,"USD",190000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",94000,"USD",94000,"US",0,"US","M"
2022,"SE","FT","Data Architect",345600,"USD",345600,"US",0,"US","M"
2024,"MI","FT","Data Engineer",90000,"USD",90000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",166500,"USD",166500,"US",100,"US","M"
2024,"MI","FT","Business Intelligence",155000,"USD",155000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",88000,"USD",88000,"US",0,"US","M"
2024,"SE","FT","Data Engineer",165100,"USD",165100,"US",0,"US","M"
2023,"SE","FT","Data Analyst",140000,"USD",140000,"US",0,"US","M"
2024,"EN","FT","Data Science Analyst",64000,"USD",64000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",114080,"USD",114080,"US",0,"US","M"
2022,"SE","FT","Data Scientist",144000,"USD",144000,"US",100,"US","M"
2024,"SE","FT","Business Intelligence Analyst",72600,"USD",72600,"US",0,"US","M"
2023,"SE","FT","Research Engineer",107100,"USD",107100,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",324000,"USD",324000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",300000,"USD",300000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",170000,"USD",170000,"US",100,"US","M"
2023,"MI","FT","Research Scientist",185000,"USD",185000,"US",100,"US","M"
2022,"EN","FT","Research Scientist",120000,"USD",120000,"US",100,"US","L"
2023,"SE","FT","Machine Learning Engineer",170000,"USD",170000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",172200,"USD",172200,"US",0,"US","M"
2024,"MI","FT","AI Architect",800000,"USD",800000,"CA",100,"CA","M"
2022,"EN","FT","Research Engineer",5500000,"JPY",41809,"JP",50,"JP","L"
2023,"SE","FT","Data Scientist",140000,"USD",140000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",230000,"USD",230000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",115934,"USD",115934,"US",100,"US","M"
2023,"SE","FT","Data Scientist",185900,"USD",185900,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",170000,"USD",170000,"US",0,"US","S"
2024,"EN","FT","Data Analyst",97000,"USD",97000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",168000,"USD",168000,"US",100,"US","M"
2024,"SE","FT","MLOps Engineer",175000,"USD",175000,"US",0,"US","M"
2024,"EN","FT","Research Analyst",110000,"USD",110000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",195000,"USD",195000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",154000,"USD",154000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",270000,"USD",270000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",200000,"USD",200000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",309400,"USD",309400,"US",0,"US","L"
2023,"SE","FT","Data Scientist",181000,"USD",181000,"CA",0,"CA","M"
2023,"SE","FT","Data Science",270250,"USD",270250,"US",0,"US","M"
2022,"SE","FT","Analytics Engineer",170000,"USD",170000,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",125000,"USD",125000,"US",0,"US","M"
2023,"MI","FT","Data Scientist",83280,"CAD",61699,"CA",100,"CA","L"
2023,"SE","FT","Data Manager",82500,"USD",82500,"US",100,"US","M"
2023,"SE","FT","Applied Scientist",260000,"USD",260000,"US",0,"US","L"
2022,"SE","FT","Data Engineer",54000,"USD",54000,"US",0,"US","M"
2023,"MI","FT","Machine Learning Engineer",106720,"USD",106720,"US",0,"US","M"
2021,"MI","FT","Data Scientist",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Data Engineer",173800,"USD",173800,"US",0,"US","M"
2024,"SE","PT","Data Architect",93300,"USD",93300,"US",0,"US","M"
2023,"SE","FT","Analytics Engineer",115000,"USD",115000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",130000,"USD",130000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",250000,"USD",250000,"US",100,"US","M"
2024,"MI","FT","Data Analyst",166000,"USD",166000,"US",0,"US","M"
2023,"SE","FT","Data Architect",175000,"USD",175000,"US",100,"US","M"
2023,"MI","FT","Data Manager",115500,"USD",115500,"US",0,"US","M"
2024,"MI","FT","Data Engineer",120000,"USD",120000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",145900,"USD",145900,"US",0,"US","M"
2023,"SE","FT","Data Engineer",110000,"USD",110000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",85000,"GBP",106250,"GB",0,"GB","M"
2023,"SE","FT","Applied Scientist",164000,"USD",164000,"US",0,"US","M"
2021,"EX","FT","Head of Data",235000,"USD",235000,"US",100,"US","L"
2023,"SE","FT","Data Engineer",135000,"USD",135000,"US",100,"US","M"
2024,"SE","FT","Business Intelligence Analyst",82500,"USD",82500,"US",0,"US","M"
2024,"MI","FT","Data Science Practitioner",83900,"USD",83900,"US",0,"US","M"
2023,"EN","FT","BI Data Analyst",60000,"USD",60000,"AR",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",250944,"USD",250944,"US",100,"US","M"
2023,"SE","FT","Data Analyst",140700,"USD",140700,"US",100,"US","M"
2023,"SE","FT","Data Scientist",218000,"USD",218000,"US",100,"US","M"
2022,"EN","FT","BI Data Analyst",58000,"EUR",60938,"DE",0,"DE","L"
2023,"SE","FT","Data Engineer",121700,"USD",121700,"US",100,"US","M"
2023,"MI","FT","Data Analyst",55000,"EUR",59382,"DE",50,"DE","L"
2022,"SE","FT","Data Engineer",170000,"USD",170000,"US",0,"US","M"
2023,"MI","FT","Data Engineer",179000,"USD",179000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",118575,"USD",118575,"CA",100,"CA","M"
2023,"MI","FT","Data Engineer",80420,"USD",80420,"US",0,"US","M"
2023,"SE","FT","AI Engineer",95325,"USD",95325,"US",0,"US","M"
2022,"SE","FT","Analytics Engineer",122500,"USD",122500,"US",100,"US","M"
2023,"SE","FT","Machine Learning Engineer",164000,"USD",164000,"US",100,"US","M"
2024,"SE","FT","Data Analyst",106260,"USD",106260,"US",0,"US","M"
2024,"SE","FT","Data Science",162000,"USD",162000,"US",0,"US","M"
2024,"MI","FT","Data Scientist",199700,"USD",199700,"US",0,"US","M"
2023,"SE","FT","Data Engineer",204000,"USD",204000,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",309400,"USD",309400,"US",0,"US","L"
2024,"SE","FT","Data Scientist",40000,"GBP",50000,"GB",0,"GB","M"
2024,"MI","FT","Research Scientist",179000,"USD",179000,"US",0,"US","M"
2023,"MI","FT","AI Research Engineer",66000,"GBP",81206,"GB",0,"GB","M"
2023,"SE","FT","Data Architect",107500,"USD",107500,"CA",100,"CA","M"
2023,"MI","FT","Business Intelligence Specialist",68274,"USD",68274,"US",0,"US","M"
2023,"SE","FT","Data Scientist",176000,"USD",176000,"US",100,"US","M"
2023,"EN","FT","Data Analyst",105000,"USD",105000,"US",0,"US","M"
2021,"MI","FT","Data Science Engineer",34000,"EUR",40189,"GR",100,"GR","M"
2024,"MI","FT","Machine Learning Engineer",166000,"USD",166000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",187259,"USD",187259,"US",0,"US","M"
2023,"SE","FT","Applied Scientist",170000,"USD",170000,"US",0,"US","M"
2023,"SE","FT","Decision Scientist",185900,"USD",185900,"US",0,"US","M"
2023,"SE","FT","ETL Developer",182850,"USD",182850,"US",100,"US","M"
2023,"SE","FT","Machine Learning Researcher",93300,"USD",93300,"US",0,"US","M"
2024,"MI","FT","Data Scientist",161875,"USD",161875,"US",0,"US","M"
2023,"SE","FT","Data Modeler",155000,"USD",155000,"US",100,"US","L"
2023,"SE","FT","ML Engineer",238000,"USD",238000,"US",100,"US","M"
2024,"SE","FT","Data Scientist",144300,"USD",144300,"US",100,"US","M"
2023,"SE","FT","Data Scientist",90700,"USD",90700,"US",0,"US","M"
2023,"EX","FT","Data Engineer",175000,"USD",175000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",159000,"USD",159000,"US",0,"US","M"
2023,"MI","FT","Research Scientist",160000,"USD",160000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",207000,"USD",207000,"US",100,"US","M"
2024,"SE","FT","Data Engineer",220000,"USD",220000,"US",0,"US","M"
2024,"SE","FT","Data Scientist",145000,"USD",145000,"US",100,"US","M"
2024,"SE","FT","Data Architect",175000,"USD",175000,"US",0,"US","M"
2024,"MI","FT","Applied Scientist",222200,"USD",222200,"US",0,"US","L"
2023,"SE","FT","Machine Learning Engineer",220000,"USD",220000,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",139500,"USD",139500,"US",0,"US","M"
2024,"EN","FT","Data Analyst",41419,"USD",41419,"US",100,"US","M"
2022,"SE","FT","Machine Learning Engineer",129300,"USD",129300,"US",0,"US","M"
2023,"SE","FT","Machine Learning Engineer",226600,"USD",226600,"US",0,"US","M"
2023,"MI","FT","Data Engineer",91000,"USD",91000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",132600,"USD",132600,"US",0,"US","M"
2022,"SE","FT","Data Architect",190000,"USD",190000,"US",100,"US","M"
2024,"MI","FT","Research Scientist",440000,"USD",440000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",110000,"USD",110000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",205500,"USD",205500,"US",0,"US","M"
2024,"MI","FT","Data Specialist",111000,"USD",111000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",61200,"USD",61200,"US",0,"US","M"
2024,"SE","FT","AI Architect",177000,"USD",177000,"US",0,"US","M"
2023,"SE","FT","Research Scientist",248100,"USD",248100,"US",0,"US","M"
2024,"MI","FT","Data Science Manager",140000,"USD",140000,"US",0,"US","M"
2024,"EX","FT","Data Science Engineer",160000,"USD",160000,"US",0,"US","M"
2023,"MI","FT","Data Analyst",85000,"USD",85000,"US",0,"US","M"
2024,"SE","FT","Research Scientist",240000,"USD",240000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",310270,"USD",310270,"US",0,"US","M"
2023,"EX","FT","Data Engineer",113000,"USD",113000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",307100,"USD",307100,"US",0,"US","M"
2023,"SE","FT","Data Engineer",186000,"USD",186000,"US",0,"US","M"
2023,"SE","FT","Data Engineer",135000,"USD",135000,"US",0,"US","M"
2023,"SE","FT","AI Engineer",150000,"USD",150000,"US",100,"US","M"
2023,"SE","FT","Data Scientist",160000,"USD",160000,"US",0,"US","M"
2023,"SE","FT","Research Engineer",142600,"USD",142600,"US",0,"US","M"
2023,"SE","FT","Data Scientist",120096,"USD",120096,"US",100,"US","M"
2023,"SE","FT","Data Visualization Engineer",83900,"USD",83900,"US",0,"US","M"
2024,"MI","FT","AI Engineer",73100,"USD",73100,"US",0,"US","M"
2023,"SE","FT","Data Analyst",116700,"USD",116700,"US",0,"US","M"
2024,"SE","FT","Data Engineer",180000,"USD",180000,"US",100,"US","M"
2024,"MI","FT","ML Engineer",140000,"USD",140000,"US",0,"US","M"
2023,"SE","FT","Data Analyst",75000,"USD",75000,"US",100,"US","M"
2024,"SE","FT","Machine Learning Engineer",164000,"USD",164000,"US",0,"US","M"
2024,"EN","FT","Data Analyst",93000,"USD",93000,"US",0,"US","M"
2024,"SE","FT","Machine Learning Engineer",216700,"USD",216700,"US",0,"US","M"
2024,"MI","FT","Data Engineer",198000,"USD",198000,"US",100,"US","M"
2023,"MI","FT","Research Scientist",70000,"USD",70000,"US",0,"US","M"
2024,"MI","FT","Data Engineer",159250,"USD",159250,"US",0,"US","M"
2022,"SE","FT","Data Engineer",150000,"USD",150000,"US",0,"US","M"
2022,"SE","FT","Data Engineer",146000,"USD",146000,"US",100,"US","M"
2023,"MI","FT","Data Analyst",128000,"USD",128000,"US",0,"US","M"
2023,"SE","FT","Data Scientist",155000,"USD",155000,"US",100,"US","M"
2024,"SE","FT","Data Analyst",131712,"USD",131712,"US",0,"US","M"
2024,"MI","FT","Data Science Manager",258000,"USD",258000,"US",0,"US","M"
2024,"EN","FT","Machine Learning Engineer",170000,"USD",170000,"US",0,"US","M"
2020,"SE","FT","Data Engineer",42000,"EUR",47899,"GR",50,"GR","L"
